111707,135,novonordiskfonden.dk,dk,1213,1656,novonordiskfonden.dk,dk,109882,129,1226,1665
113489,136,slks.dk,dk,1199,1939,slks.dk,dk,117981,141,1171,1916
114170,137,ordnet.dk,dk,1194,2005,ordnet.dk,dk,113916,137,1195,1999
114478,138,odense.dk,dk,1192,1944,odense.dk,dk,113520,136,1198,1936
114919,139,jobindex.dk,dk,1189,1995,jobindex.dk,dk,109578,128,1228,2015
115490,140,stiften.dk,dk,1185,2166,stiften.dk,dk,114828,138,1189,2172
115705,141,stormfashion.dk,dk,1184,1772,stormfashion.dk,dk,118004,142,1171,1750
117228,142,proshop.dk,dk,1175,1932,proshop.dk,dk,116588,140,1179,1926
117341,143,erhvervsstyrelsen.dk,dk,1174,2440,erhvervsstyrelsen.dk,dk,116003,139,1182,2452
118337,144,cphdox.dk,dk,1169,1575,cphdox.dk,dk,120433,145,1157,1563
118879,145,kum.dk,dk,1166,1791,kum.dk,dk,118530,143,1168,1789
119241,146,fck.dk,dk,1164,1707,fck.dk,dk,121329,147,1151,1703
120727,147,lygte-info.dk,dk,1156,1426,lygte-info.dk,dk,120144,144,1159,1424
121358,148,knuckleheads.dk,dk,1152,1509,knuckleheads.dk,dk,121706,149,1149,1496
121473,149,stm.dk,dk,1151,1695,stm.dk,dk,121645,148,1149,1695
122960,150,vikingeskibsmuseet.dk,dk,1142,1661,vikingeskibsmuseet.dk,dk,122167,150,1146,1654
123640,151,helle.dk,dk,1138,1572,helle.dk,dk,121199,146,1152,1572
124073,152,fdm.dk,dk,1135,1980,fdm.dk,dk,125997,153,1121,1968
125932,153,aros.dk,dk,1123,1691,aros.dk,dk,126798,154,1116,1678
126547,154,kvinfo.dk,dk,1119,1624,kvinfo.dk,dk,125872,151,1122,1634
127005,155,fmn.dk,dk,1116,1591,fmn.dk,dk,129894,159,1097,1564
127407,156,gyldendal.dk,dk,1113,1993,gyldendal.dk,dk,125992,152,1121,1999
128232,157,dkuug.dk,dk,1109,1278,dkuug.dk,dk,128667,156,1105,1267
129177,158,justitsministeriet.dk,dk,1102,2016,justitsministeriet.dk,dk,127755,155,1110,2014
129556,159,gettyimages.dk,dk,1100,1792,gettyimages.dk,dk,128994,157,1102,1791
130191,160,cop15.dk,dk,1097,1350,cop15.dk,dk,130662,161,1093,1348
131392,161,sydspanien.dk,dk,1090,1373,sydspanien.dk,dk,130463,160,1094,1375
131633,162,tv2nord.dk,dk,1088,1903,tv2nord.dk,dk,134489,164,1071,1881
131877,163,punktum.dk,dk,1087,1496,punktum.dk,dk,149194,195,1001,1363
132369,164,teknologisk.dk,dk,1084,1732,teknologisk.dk,dk,129671,158,1098,1745
134077,165,energinet.dk,dk,1075,1574,energinet.dk,dk,133796,162,1075,1564
134535,166,nikse.dk,dk,1073,1286,nikse.dk,dk,134276,163,1073,1286
134550,167,danskerhverv.dk,dk,1072,1885,danskerhverv.dk,dk,140171,173,1044,1799
135569,168,bibliotek.dk,dk,1067,1887,bibliotek.dk,dk,136559,166,1061,1890
135612,169,streetammo.dk,dk,1067,1698,streetammo.dk,dk,138746,170,1051,1685
135620,170,dr-adams.dk,dk,1067,1664,dr-adams.dk,dk,141410,175,1038,1631
135987,171,vejdirektoratet.dk,dk,1065,1773,vejdirektoratet.dk,dk,134886,165,1069,1771
137556,172,golfbox.dk,dk,1058,1438,golfbox.dk,dk,137547,167,1057,1440
138114,173,tv2fyn.dk,dk,1055,1788,tv2fyn.dk,dk,138485,169,1052,1781
138766,174,mcverdi.dk,dk,1052,1681,mcverdi.dk,dk,142426,177,1033,1660
139618,175,tipsbladet.dk,dk,1048,1605,tipsbladet.dk,dk,137708,168,1056,1598
140673,176,brics.dk,dk,1044,1191,brics.dk,dk,140351,174,1044,1183
141170,177,gamereactor.dk,dk,1041,1490,gamereactor.dk,dk,139634,171,1047,1482
141217,178,dk-hostmaster.dk,dk,1041,1358,dk-hostmaster.dk,dk,142506,178,1033,1361
142573,179,kbharkiv.dk,dk,1034,1626,kbharkiv.dk,dk,140005,172,1045,1680
143543,180,firstmonday.dk,dk,1030,1185,firstmonday.dk,dk,145090,186,1021,1186
143548,181,tvmidtvest.dk,dk,1029,1934,tvmidtvest.dk,dk,145320,187,1019,1921
143972,182,rigshospitalet.dk,dk,1027,1665,rigshospitalet.dk,dk,143445,180,1028,1663
144511,183,studyindenmark.dk,dk,1025,1320,studyindenmark.dk,dk,145011,185,1021,1309
144779,184,kvl.dk,dk,1024,1217,kvl.dk,dk,143616,182,1028,1217
145211,185,version2.dk,dk,1021,1579,version2.dk,dk,142237,176,1034,1586
145531,186,dedanskecasinoer.dk,dk,1020,1317,dedanskecasinoer.dk,dk,143338,179,1029,1326
145858,187,fm.dk,dk,1018,1559,fm.dk,dk,143467,181,1028,1572
146027,188,avisen.dk,dk,1017,1737,avisen.dk,dk,146154,189,1015,1731
146311,189,coronasmitte.dk,dk,1016,1439,coronasmitte.dk,dk,144319,183,1024,1445
146377,190,bilpriser.dk,dk,1016,1306,bilpriser.dk,dk,144388,184,1024,1316
147537,191,via.dk,dk,1010,1459,via.dk,dk,148286,193,1005,1451
147839,192,creptiles.dk,dk,1009,1263,creptiles.dk,dk,146918,190,1012,1263
148525,193,denstoredanske.dk,dk,1005,1818,denstoredanske.dk,dk,149548,197,999,1806
149220,194,naevneneshus.dk,dk,1002,2070,naevneneshus.dk,dk,145952,188,1016,2082
149225,195,domstol.dk,dk,1002,1666,domstol.dk,dk,149345,196,1000,1671
149740,196,danwatch.dk,dk,1000,1383,danwatch.dk,dk,148524,194,1004,1371
150803,197,norlys.dk,dk,995,1682,norlys.dk,dk,154889,205,975,1638
151235,198,matas.dk,dk,993,1653,matas.dk,dk,147813,192,1007,1659
151449,199,nemtilmeld.dk,dk,992,2009,nemtilmeld.dk,dk,147806,191,1007,2024
151450,200,tv2lorry.dk,dk,992,1817,tv2lorry.dk,dk,151332,200,991,1811
151525,201,sparetimeteaching.dk,dk,992,1334,sparetimeteaching.dk,dk,150495,199,995,1326
152302,202,yousee.dk,dk,988,1798,yousee.dk,dk,152197,201,987,1818
153237,203,finanstilsynet.dk,dk,984,1507,finanstilsynet.dk,dk,155404,206,973,1497
154467,204,byggebasen.dk,dk,979,1270,byggebasen.dk,dk,152771,202,985,1267
155000,205,humanrights.dk,dk,977,1229,humanrights.dk,dk,149737,198,999,1232
155176,206,lastbilnyhederne.dk,dk,976,1328,lastbilnyhederne.dk,dk,157089,212,966,1322
155994,207,diskacme.dk,dk,973,1218,diskacme.dk,dk,154109,203,979,1216
156228,208,hfengly.dk,dk,972,1214,hfengly.dk,dk,155556,207,973,1213
156292,209,viksoe.dk,dk,972,1134,viksoe.dk,dk,157726,215,964,1133
157023,210,eventyrsport.dk,dk,968,1476,eventyrsport.dk,dk,159887,219,954,1472
157029,211,nordschleswiger.dk,dk,968,1467,nordschleswiger.dk,dk,157295,213,965,1464
157906,212,weekendavisen.dk,dk,964,1650,weekendavisen.dk,dk,154887,204,975,1653
157969,213,vifa.dk,dk,964,1371,vifa.dk,dk,156394,211,969,1371
158115,214,nbi.dk,dk,964,1153,nbi.dk,dk,158426,217,961,1150
158181,215,ism.dk,dk,963,1465,ism.dk,dk,156140,210,970,1481
159291,216,dhh.dk,dk,959,1143,dhh.dk,dk,156096,209,971,1136
159796,217,danskebank.dk,dk,956,1662,danskebank.dk,dk,155624,208,972,1671
160036,218,business.dk,dk,955,1519,business.dk,dk,159424,218,956,1511
160253,219,emu.dk,dk,954,1719,emu.dk,dk,157496,214,964,1705
160278,220,magasin.dk,dk,954,1480,magasin.dk,dk,158023,216,962,1484
162411,221,tvsyd.dk,dk,945,1688,tvsyd.dk,dk,164854,227,934,1688
162681,222,danskemedier.dk,dk,944,1601,danskemedier.dk,dk,163552,222,939,1602
163253,223,leholt.dk,dk,942,1259,leholt.dk,dk,160916,220,950,1250
